Origin,Destination,Product,Month,Quantity
Japan,Japan,OralEase Gel,May2004,1601.000000000000000
Japan,Japan,OralEase Gel,Jun2004,1573.000000000000000
Japan,Japan,OralEase Gel,Jul2004,1585.000000000000000
Japan,Japan,OralEase Gel,Aug2004,1660.000000000000000
Japan,Japan,OralEase Gel,Sep2004,1676.000000000000000
Japan,Japan,OralEase Gel,Oct2004,1568.000000000000000
Japan,Japan,OralEase Gel,Nov2004,1476.000000000000000
Japan,Japan,OralEase Gel,Dec2004,1656.000000000000000
Japan,Japan,BreathBliss Mints,Jan2004,1940.000000000000000
Japan,Japan,BreathBliss Mints,Feb2004,1925.000000000000000
Japan,Japan,BreathBliss Mints,Mar2004,1784.000000000000000
Japan,Japan,BreathBliss Mints,Apr2004,1964.000000000000000
Japan,Japan,BreathBliss Mints,May2004,1957.000000000000000
Japan,Japan,BreathBliss Mints,Jun2004,1870.000000000000000
Japan,Japan,BreathBliss Mints,Jul2004,2105.000000000000000
Japan,Japan,BreathBliss Mints,Aug2004,1912.000000000000000
Japan,Japan,BreathBliss Mints,Sep2004,2077.000000000000000
Japan,Japan,BreathBliss Mints,Oct2004,1801.000000000000000
Japan,Japan,BreathBliss Mints,Nov2004,1862.000000000000000
Japan,Japan,BreathBliss Mints,Dec2004,2054.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Jan2004,555.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Feb2004,588.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Mar2004,586.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Apr2004,596.000000000000000
Japan,Japan,OralEase Plus Toothbrush,May2004,576.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Jun2004,603.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Jul2004,534.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Aug2004,573.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Sep2004,548.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Oct2004,614.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Nov2004,574.000000000000000
Japan,Japan,OralEase Plus Toothbrush,Dec2004,565.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Jan2004,683.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Feb2004,664.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Mar2004,653.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Apr2004,631.000000000000000
Japan,Japan,SmilesSoPure Waterpik,May2004,725.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Jun2004,606.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Jul2004,715.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Aug2004,673.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Sep2004,698.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Oct2004,676.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Nov2004,669.000000000000000
Japan,Japan,SmilesSoPure Waterpik,Dec2004,654.000000000000000
Japan,Japan,CleanSmile Floss Picks,Jan2004,1142.000000000000000
Japan,Japan,CleanSmile Floss Picks,Feb2004,1053.000000000000000
Japan,Japan,CleanSmile Floss Picks,Mar2004,1172.000000000000000
Japan,Japan,CleanSmile Floss Picks,Apr2004,1168.000000000000000
Japan,Japan,CleanSmile Floss Picks,May2004,1134.000000000000000
Japan,Japan,CleanSmile Floss Picks,Jun2004,1050.000000000000000
Japan,Japan,CleanSmile Floss Picks,Jul2004,1125.000000000000000
Japan,Japan,CleanSmile Floss Picks,Aug2004,1114.000000000000000
Japan,Japan,CleanSmile Floss Picks,Sep2004,1157.000000000000000
Japan,Japan,CleanSmile Floss Picks,Oct2004,1072.000000000000000
Japan,Japan,CleanSmile Floss Picks,Nov2004,1116.000000000000000
Japan,Japan,CleanSmile Floss Picks,Dec2004,1131.000000000000000
Japan,Japan,FreshFix Mouthwash,Jan2004,1348.000000000000000
Japan,Japan,FreshFix Mouthwash,Feb2004,1410.000000000000000
Japan,Japan,FreshFix Mouthwash,Mar2004,1322.000000000000000
Japan,Japan,FreshFix Mouthwash,Apr2004,1425.000000000000000
Japan,Japan,FreshFix Mouthwash,May2004,1461.000000000000000
Japan,Japan,FreshFix Mouthwash,Jun2004,1475.000000000000000
Japan,Japan,FreshFix Mouthwash,Jul2004,1472.000000000000000
Japan,Japan,FreshFix Mouthwash,Aug2004,1316.000000000000000
Japan,Japan,FreshFix Mouthwash,Sep2004,1404.000000000000000
Japan,Japan,FreshFix Mouthwash,Oct2004,1346.000000000000000
Japan,Japan,FreshFix Mouthwash,Nov2004,1442.000000000000000
Japan,Japan,FreshFix Mouthwash,Dec2004,1504.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Jan2004,1739.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Feb2004,1533.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Mar2004,1638.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Apr2004,1226.000000000000000
Japan,Japan,SparklingGlow Toothpaste,May2004,1427.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Jun2004,906.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Jul2004,901.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Aug2004,1832.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Sep2004,1091.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Oct2004,1716.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Nov2004,2029.000000000000000
Japan,Japan,SparklingGlow Toothpaste,Dec2004,1221.000000000000000
Japan,Japan,SoftStep Shaving Cream,Jan2004,920.000000000000000
Japan,Japan,SoftStep Shaving Cream,Feb2004,942.000000000000000
Japan,Japan,SoftStep Shaving Cream,Mar2004,865.000000000000000
Japan,Japan,SoftStep Shaving Cream,Apr2004,972.000000000000000
Japan,Japan,SoftStep Shaving Cream,May2004,956.000000000000000
Japan,Japan,SoftStep Shaving Cream,Jun2004,881.000000000000000
Japan,Japan,SoftStep Shaving Cream,Jul2004,806.000000000000000
Japan,Japan,SoftStep Shaving Cream,Aug2004,879.000000000000000
Japan,Japan,SoftStep Shaving Cream,Sep2004,1035.000000000000000
Japan,Japan,SoftStep Shaving Cream,Oct2004,822.000000000000000
Japan,Japan,SoftStep Shaving Cream,Nov2004,812.000000000000000
Japan,Japan,SoftStep Shaving Cream,Dec2004,935.000000000000000
Japan,Japan,GentleGlow Face Lotion,Jan2004,1349.000000000000000
Japan,Japan,GentleGlow Face Lotion,Feb2004,1306.000000000000000
Japan,Japan,GentleGlow Face Lotion,Mar2004,1364.000000000000000
Japan,Japan,GentleGlow Face Lotion,Apr2004,1299.000000000000000
Japan,Japan,GentleGlow Face Lotion,May2004,1461.000000000000000
Japan,Japan,GentleGlow Face Lotion,Jun2004,1391.000000000000000
Japan,Japan,GentleGlow Face Lotion,Jul2004,1468.000000000000000
Japan,Japan,GentleGlow Face Lotion,Aug2004,1436.000000000000000
Japan,Japan,GentleGlow Face Lotion,Sep2004,1343.000000000000000
Japan,Japan,GentleGlow Face Lotion,Oct2004,1349.000000000000000
Japan,Japan,GentleGlow Face Lotion,Nov2004,1323.000000000000000
Japan,Japan,GentleGlow Face Lotion,Dec2004,1354.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Jan2004,1711.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Feb2004,1514.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Mar2004,1532.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Apr2004,1775.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,May2004,1802.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Jun2004,1747.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Jul2004,1718.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Aug2004,1561.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Sep2004,1788.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Oct2004,1777.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Nov2004,1839.000000000000000
Japan,Japan,SilkSmooth Exfoliating Scrub,Dec2004,1726.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Jan2004,1398.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Feb2004,1291.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Mar2004,1379.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Apr2004,1295.000000000000000
Japan,Japan,CleanSkin Acne Treatment,May2004,1275.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Jun2004,1375.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Jul2004,1364.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Aug2004,1300.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Sep2004,1279.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Oct2004,1346.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Nov2004,1391.000000000000000
Japan,Japan,CleanSkin Acne Treatment,Dec2004,1415.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Jan2004,1170.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Feb2004,1225.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Mar2004,1226.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Apr2004,1186.000000000000000
Japan,Japan,Refreshing Rose Body Oil,May2004,1075.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Jun2004,1167.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Jul2004,1246.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Aug2004,1170.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Sep2004,1101.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Oct2004,1190.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Nov2004,1169.000000000000000
Japan,Japan,Refreshing Rose Body Oil,Dec2004,1020.000000000000000
Japan,Japan,Brightening Body Wash,Jan2004,1510.000000000000000
Japan,Japan,Brightening Body Wash,Feb2004,1523.000000000000000
Japan,Japan,Brightening Body Wash,Mar2004,1649.000000000000000
Japan,Japan,Brightening Body Wash,Apr2004,1425.000000000000000
Japan,Japan,Brightening Body Wash,May2004,1509.000000000000000
Japan,Japan,Brightening Body Wash,Jun2004,1552.000000000000000
Japan,Japan,Brightening Body Wash,Jul2004,1570.000000000000000
Japan,Japan,Brightening Body Wash,Aug2004,1571.000000000000000
Japan,Japan,Brightening Body Wash,Sep2004,1453.000000000000000
Japan,Japan,Brightening Body Wash,Oct2004,1417.000000000000000
Japan,Japan,Brightening Body Wash,Nov2004,1536.000000000000000
Japan,Japan,Brightening Body Wash,Dec2004,1493.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Jan2004,1211.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Feb2004,1069.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Mar2004,1020.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Apr2004,1106.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,May2004,1152.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Jun2004,1143.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Jul2004,1155.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Aug2004,1061.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Sep2004,1135.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Oct2004,953.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Nov2004,1065.000000000000000
Japan,Japan,SmoothOperator Shaving Gel,Dec2004,1265.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Jan2004,1299.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Feb2004,1278.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Mar2004,1364.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Apr2004,1215.000000000000000
Japan,Japan,GentleGlow Face Cleanser,May2004,1264.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Jun2004,1407.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Jul2004,1371.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Aug2004,1266.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Sep2004,1319.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Oct2004,1369.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Nov2004,1314.000000000000000
Japan,Japan,GentleGlow Face Cleanser,Dec2004,1237.000000000000000
Japan,Japan,PurePore Toner,Jan2004,738.000000000000000
Japan,Japan,PurePore Toner,Feb2004,707.000000000000000
Japan,Japan,PurePore Toner,Mar2004,645.000000000000000
Japan,Japan,PurePore Toner,Apr2004,662.000000000000000
Japan,Japan,PurePore Toner,May2004,766.000000000000000
Japan,Japan,PurePore Toner,Jun2004,663.000000000000000
Japan,Japan,PurePore Toner,Jul2004,674.000000000000000
Japan,Japan,PurePore Toner,Aug2004,636.000000000000000
Japan,Japan,PurePore Toner,Sep2004,742.000000000000000
Japan,Japan,PurePore Toner,Oct2004,680.000000000000000
Japan,Japan,PurePore Toner,Nov2004,662.000000000000000
Japan,Japan,PurePore Toner,Dec2004,719.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Jan2004,602.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Feb2004,643.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Mar2004,554.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Apr2004,497.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,May2004,546.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Jun2004,551.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Jul2004,611.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Aug2004,587.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Sep2004,522.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Oct2004,547.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Nov2004,530.000000000000000
Japan,Japan,SilkySkin Moisturizing Cream,Dec2004,567.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Jan2004,867.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Feb2004,814.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Mar2004,856.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Apr2004,793.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,May2004,849.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Jun2004,853.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Jul2004,791.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Aug2004,728.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Sep2004,776.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Oct2004,905.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Nov2004,796.000000000000000
Japan,Japan,SoothingSoft Fabric Softener,Dec2004,764.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Jan2004,1696.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Feb2004,1840.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Mar2004,1624.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Apr2004,1711.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,May2004,1560.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Jun2004,1709.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Jul2004,1774.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Aug2004,1642.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Sep2004,1768.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Oct2004,1841.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Nov2004,1655.000000000000000
Japan,Japan,BrightBreeze Whitening Booster,Dec2004,1791.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Jan2004,1286.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Feb2004,1261.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Mar2004,1237.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Apr2004,1170.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,May2004,1314.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Jun2004,1347.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Jul2004,1397.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Aug2004,1199.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Sep2004,1221.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Oct2004,1316.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Nov2004,1245.000000000000000
Japan,Japan,DelicateDew Sensitive Wash,Dec2004,1217.000000000000000
Japan,Japan,RadiantRinse Color Protector,Jan2004,1143.000000000000000
Japan,Japan,RadiantRinse Color Protector,Feb2004,1054.000000000000000
Japan,Japan,RadiantRinse Color Protector,Mar2004,1288.000000000000000
Japan,Japan,RadiantRinse Color Protector,Apr2004,1172.000000000000000
Japan,Japan,RadiantRinse Color Protector,May2004,1191.000000000000000
Japan,Japan,RadiantRinse Color Protector,Jun2004,1213.000000000000000
Japan,Japan,RadiantRinse Color Protector,Jul2004,1220.000000000000000
Japan,Japan,RadiantRinse Color Protector,Aug2004,1307.000000000000000
Japan,Japan,RadiantRinse Color Protector,Sep2004,1197.000000000000000
Japan,Japan,RadiantRinse Color Protector,Oct2004,1137.000000000000000
Japan,Japan,RadiantRinse Color Protector,Nov2004,1124.000000000000000
Japan,Japan,RadiantRinse Color Protector,Dec2004,1103.000000000000000
Japan,Japan,SmellSational Odor Eliminator,Aug2004,287.000000000000000
Japan,Japan,SmellSational Odor Eliminator,Nov2004,23.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Jan2004,1127.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Feb2004,1256.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Mar2004,1152.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Apr2004,1174.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,May2004,1289.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Jun2004,1205.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Jul2004,1225.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Aug2004,1154.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Sep2004,1125.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Oct2004,1187.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Nov2004,1149.000000000000000
Japan,Japan,SoothingSerenity Baby Oil,Dec2004,1177.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Jan2004,669.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Feb2004,665.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Mar2004,626.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Apr2004,664.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,May2004,663.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Jun2004,668.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Jul2004,675.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Aug2004,661.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Sep2004,590.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Oct2004,722.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Nov2004,703.000000000000000
Japan,Japan,CalmingClean Bath Time Wash,Dec2004,739.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Jan2004,651.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Feb2004,627.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Mar2004,604.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Apr2004,645.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,May2004,588.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Jun2004,635.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Jul2004,594.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Aug2004,590.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Sep2004,605.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Oct2004,609.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Nov2004,626.000000000000000
Japan,Japan,BrightBreeze Insect Repellent,Dec2004,589.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Jan2004,785.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Feb2004,828.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Mar2004,769.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Apr2004,772.000000000000000
Japan,Japan,SoftStep Baby Shampoo,May2004,755.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Jun2004,822.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Jul2004,739.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Aug2004,756.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Sep2004,806.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Oct2004,779.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Nov2004,752.000000000000000
Japan,Japan,SoftStep Baby Shampoo,Dec2004,812.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Jan2004,1101.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Feb2004,1096.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Mar2004,1102.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Apr2004,1142.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,May2004,972.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Jun2004,964.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Jul2004,983.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Aug2004,998.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Sep2004,1122.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Oct2004,1076.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Nov2004,982.000000000000000
Japan,Japan,RadiantRose Baby Massage Oil,Dec2004,1090.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Jan2004,525.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Feb2004,574.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Mar2004,526.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Apr2004,535.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,May2004,516.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Jun2004,490.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Jul2004,501.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Aug2004,544.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Sep2004,539.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Oct2004,509.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Nov2004,535.000000000000000
Japan,Japan,LittleLullaby Diaper Liners,Dec2004,528.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Jan2004,1750.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Feb2004,1846.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Mar2004,1864.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Apr2004,1917.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,May2004,1844.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Jun2004,1776.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Jul2004,1886.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Aug2004,1794.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Sep2004,1839.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Oct2004,1754.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Nov2004,1830.000000000000000
Japan,Japan,CalmingClean Diaper Rash Cream,Dec2004,1976.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Jan2004,1200.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Feb2004,1074.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Mar2004,1289.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Apr2004,1348.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,May2004,1064.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Jun2004,1493.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Jul2004,1243.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Aug2004,1169.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Sep2004,1325.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Oct2004,1374.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Nov2004,1065.000000000000000
Japan,Japan,SoftStep Shaving Cream for Women,Dec2004,1388.000000000000000
