Country,Product,Month,Quantity
Brazil,FreshFusion Mouth Rinse,Feb2004,2570.000000000000000
Brazil,FreshFusion Mouth Rinse,Mar2004,2604.000000000000000
Brazil,FreshFusion Mouth Rinse,Apr2004,2705.000000000000000
Brazil,FreshFusion Mouth Rinse,May2004,2569.000000000000000
Brazil,FreshFusion Mouth Rinse,Jun2004,2742.000000000000000
Brazil,FreshFusion Mouth Rinse,Jul2004,2636.000000000000000
Brazil,FreshFusion Mouth Rinse,Aug2004,2531.000000000000000
Brazil,FreshFusion Mouth Rinse,Sep2004,2676.000000000000000
Brazil,FreshFusion Mouth Rinse,Oct2004,2516.000000000000000
Brazil,FreshFusion Mouth Rinse,Nov2004,2612.000000000000000
Brazil,FreshFusion Mouth Rinse,Dec2004,2674.000000000000000
Brazil,MorningBreeze Gum Care,Jan2004,1848.000000000000000
Brazil,MorningBreeze Gum Care,Feb2004,2036.000000000000000
Brazil,MorningBreeze Gum Care,Mar2004,2009.000000000000000
Brazil,MorningBreeze Gum Care,Apr2004,1843.000000000000000
Brazil,MorningBreeze Gum Care,May2004,1858.000000000000000
Brazil,MorningBreeze Gum Care,Jun2004,1651.000000000000000
Brazil,MorningBreeze Gum Care,Jul2004,1782.000000000000000
Brazil,MorningBreeze Gum Care,Aug2004,1813.000000000000000
Brazil,MorningBreeze Gum Care,Sep2004,1958.000000000000000
Brazil,MorningBreeze Gum Care,Oct2004,1900.000000000000000
Brazil,MorningBreeze Gum Care,Nov2004,1964.000000000000000
Brazil,MorningBreeze Gum Care,Dec2004,1955.000000000000000
Brazil,OralEase Plus Toothbrush,Jan2004,1893.000000000000000
Brazil,OralEase Plus Toothbrush,Feb2004,1868.000000000000000
Brazil,OralEase Plus Toothbrush,Mar2004,1907.000000000000000
Brazil,OralEase Plus Toothbrush,Apr2004,1892.000000000000000
Brazil,OralEase Plus Toothbrush,May2004,1905.000000000000000
Brazil,OralEase Plus Toothbrush,Jun2004,1921.000000000000000
Brazil,OralEase Plus Toothbrush,Jul2004,1825.000000000000000
Brazil,OralEase Plus Toothbrush,Aug2004,1854.000000000000000
Brazil,OralEase Plus Toothbrush,Sep2004,2041.000000000000000
Brazil,OralEase Plus Toothbrush,Oct2004,1916.000000000000000
Brazil,OralEase Plus Toothbrush,Nov2004,1905.000000000000000
Brazil,OralEase Plus Toothbrush,Dec2004,1809.000000000000000
Brazil,BreatheEasy Inhalant,Jan2004,770.000000000000000
Brazil,BreatheEasy Inhalant,Feb2004,757.000000000000000
Brazil,BreatheEasy Inhalant,Mar2004,737.000000000000000
Brazil,BreatheEasy Inhalant,Apr2004,743.000000000000000
Brazil,BreatheEasy Inhalant,May2004,872.000000000000000
Brazil,BreatheEasy Inhalant,Jun2004,766.000000000000000
Brazil,BreatheEasy Inhalant,Jul2004,756.000000000000000
Brazil,BreatheEasy Inhalant,Aug2004,741.000000000000000
Brazil,BreatheEasy Inhalant,Sep2004,733.000000000000000
Brazil,BreatheEasy Inhalant,Oct2004,845.000000000000000
Brazil,BreatheEasy Inhalant,Nov2004,805.000000000000000
Brazil,BreatheEasy Inhalant,Dec2004,794.000000000000000
Brazil,SparklingGlow Toothpaste,Jan2004,1544.000000000000000
Brazil,SparklingGlow Toothpaste,Feb2004,1501.000000000000000
Brazil,SparklingGlow Toothpaste,Mar2004,1380.000000000000000
Brazil,SparklingGlow Toothpaste,Apr2004,1464.000000000000000
Brazil,SparklingGlow Toothpaste,May2004,1540.000000000000000
Brazil,SparklingGlow Toothpaste,Jun2004,1290.000000000000000
Brazil,SparklingGlow Toothpaste,Jul2004,1381.000000000000000
Brazil,SparklingGlow Toothpaste,Aug2004,1402.000000000000000
Brazil,SparklingGlow Toothpaste,Sep2004,1440.000000000000000
Brazil,SparklingGlow Toothpaste,Oct2004,1380.000000000000000
Brazil,SparklingGlow Toothpaste,Nov2004,1450.000000000000000
Brazil,SparklingGlow Toothpaste,Dec2004,1494.000000000000000
Brazil,Purezza Body Wash,Jan2004,3723.000000000000000
Brazil,Purezza Body Wash,Feb2004,3270.000000000000000
Brazil,Purezza Body Wash,Mar2004,3317.000000000000000
Brazil,Purezza Body Wash,Apr2004,3330.000000000000000
Brazil,Purezza Body Wash,May2004,3224.000000000000000
Brazil,Purezza Body Wash,Jun2004,3235.000000000000000
Brazil,Purezza Body Wash,Jul2004,3449.000000000000000
Brazil,Purezza Body Wash,Aug2004,3417.000000000000000
Brazil,Purezza Body Wash,Sep2004,3051.000000000000000
Brazil,Purezza Body Wash,Oct2004,3115.000000000000000
Brazil,Purezza Body Wash,Nov2004,3377.000000000000000
Brazil,Purezza Body Wash,Dec2004,3359.000000000000000
Brazil,GentleGlow Face Lotion,Jan2004,628.000000000000000
Brazil,GentleGlow Face Lotion,Feb2004,803.000000000000000
Brazil,GentleGlow Face Lotion,Mar2004,905.000000000000000
Brazil,GentleGlow Face Lotion,Apr2004,860.000000000000000
Brazil,GentleGlow Face Lotion,May2004,796.000000000000000
Brazil,GentleGlow Face Lotion,Jun2004,712.000000000000000
Brazil,GentleGlow Face Lotion,Jul2004,704.000000000000000
Brazil,GentleGlow Face Lotion,Aug2004,751.000000000000000
Brazil,GentleGlow Face Lotion,Sep2004,752.000000000000000
Brazil,GentleGlow Face Lotion,Oct2004,847.000000000000000
Brazil,GentleGlow Face Lotion,Nov2004,832.000000000000000
Brazil,GentleGlow Face Lotion,Dec2004,752.000000000000000
Brazil,HydraHydrate Hand Cream,Jan2004,1699.000000000000000
Brazil,HydraHydrate Hand Cream,Feb2004,1868.000000000000000
Brazil,HydraHydrate Hand Cream,Mar2004,1765.000000000000000
Brazil,HydraHydrate Hand Cream,Apr2004,1778.000000000000000
Brazil,HydraHydrate Hand Cream,May2004,1936.000000000000000
Brazil,HydraHydrate Hand Cream,Jun2004,1767.000000000000000
Brazil,HydraHydrate Hand Cream,Jul2004,1741.000000000000000
Brazil,HydraHydrate Hand Cream,Aug2004,1997.000000000000000
Brazil,HydraHydrate Hand Cream,Sep2004,1905.000000000000000
Brazil,HydraHydrate Hand Cream,Oct2004,1804.000000000000000
Brazil,HydraHydrate Hand Cream,Nov2004,1658.000000000000000
Brazil,HydraHydrate Hand Cream,Dec2004,1873.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Jan2004,2837.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Feb2004,2923.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Mar2004,3091.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Apr2004,3027.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,May2004,2772.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Jun2004,2893.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Jul2004,2931.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Aug2004,3017.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Sep2004,2774.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Oct2004,2849.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Nov2004,2963.000000000000000
Brazil,SilkSmooth Exfoliating Scrub,Dec2004,2769.000000000000000
Brazil,Brightening Body Wash,Jan2004,1670.000000000000000
Brazil,Brightening Body Wash,Feb2004,1692.000000000000000
Brazil,Brightening Body Wash,Mar2004,1781.000000000000000
Brazil,Brightening Body Wash,Apr2004,1691.000000000000000
Brazil,Brightening Body Wash,May2004,1632.000000000000000
Brazil,Brightening Body Wash,Jun2004,1854.000000000000000
Brazil,Brightening Body Wash,Jul2004,1615.000000000000000
Brazil,Brightening Body Wash,Aug2004,1665.000000000000000
Brazil,Brightening Body Wash,Sep2004,1611.000000000000000
Brazil,Brightening Body Wash,Oct2004,1697.000000000000000
Brazil,Brightening Body Wash,Nov2004,1718.000000000000000
Brazil,Brightening Body Wash,Dec2004,1723.000000000000000
Brazil,RadiantRose Face Mask,Jan2004,1035.000000000000000
Brazil,RadiantRose Face Mask,Feb2004,466.000000000000000
Brazil,RadiantRose Face Mask,Mar2004,1690.000000000000000
Brazil,RadiantRose Face Mask,Apr2004,1946.000000000000000
Brazil,RadiantRose Face Mask,May2004,466.000000000000000
Brazil,RadiantRose Face Mask,Jun2004,1483.000000000000000
Brazil,RadiantRose Face Mask,Jul2004,1516.000000000000000
Brazil,RadiantRose Face Mask,Sep2004,758.000000000000000
Brazil,RadiantRose Face Mask,Oct2004,475.000000000000000
Brazil,RadiantRose Face Mask,Nov2004,219.000000000000000
Brazil,Hydrating Honey Body Lotion,Jan2004,1051.000000000000000
Brazil,Hydrating Honey Body Lotion,Feb2004,1042.000000000000000
Brazil,Hydrating Honey Body Lotion,Mar2004,1167.000000000000000
Brazil,Hydrating Honey Body Lotion,Apr2004,1056.000000000000000
Brazil,Hydrating Honey Body Lotion,May2004,1040.000000000000000
Brazil,Hydrating Honey Body Lotion,Jun2004,1086.000000000000000
Brazil,Hydrating Honey Body Lotion,Jul2004,1060.000000000000000
Brazil,Hydrating Honey Body Lotion,Aug2004,1080.000000000000000
Brazil,Hydrating Honey Body Lotion,Sep2004,1015.000000000000000
Brazil,Hydrating Honey Body Lotion,Oct2004,1120.000000000000000
Brazil,Hydrating Honey Body Lotion,Nov2004,1100.000000000000000
Brazil,Hydrating Honey Body Lotion,Dec2004,1074.000000000000000
Brazil,Exfoliating Essentials Scrub,Jan2004,708.000000000000000
Brazil,Exfoliating Essentials Scrub,Feb2004,677.000000000000000
Brazil,Exfoliating Essentials Scrub,Mar2004,614.000000000000000
Brazil,Exfoliating Essentials Scrub,Apr2004,709.000000000000000
Brazil,Exfoliating Essentials Scrub,May2004,661.000000000000000
Brazil,Exfoliating Essentials Scrub,Jun2004,715.000000000000000
Brazil,Exfoliating Essentials Scrub,Jul2004,684.000000000000000
Brazil,Exfoliating Essentials Scrub,Aug2004,651.000000000000000
Brazil,Exfoliating Essentials Scrub,Sep2004,667.000000000000000
Brazil,Exfoliating Essentials Scrub,Oct2004,638.000000000000000
Brazil,Exfoliating Essentials Scrub,Nov2004,745.000000000000000
Brazil,Exfoliating Essentials Scrub,Dec2004,681.000000000000000
Brazil,FreshFusion Detergent,Jan2004,3038.000000000000000
Brazil,FreshFusion Detergent,Feb2004,2983.000000000000000
Brazil,FreshFusion Detergent,Mar2004,3125.000000000000000
Brazil,FreshFusion Detergent,Apr2004,2937.000000000000000
Brazil,FreshFusion Detergent,May2004,3147.000000000000000
Brazil,FreshFusion Detergent,Jun2004,2780.000000000000000
Brazil,FreshFusion Detergent,Jul2004,2930.000000000000000
Brazil,FreshFusion Detergent,Aug2004,3018.000000000000000
Brazil,FreshFusion Detergent,Sep2004,2957.000000000000000
Brazil,FreshFusion Detergent,Oct2004,3050.000000000000000
Brazil,FreshFusion Detergent,Nov2004,2813.000000000000000
Brazil,FreshFusion Detergent,Dec2004,2904.000000000000000
Brazil,SoothingSoft Fabric Softener,Jan2004,1884.000000000000000
Brazil,SoothingSoft Fabric Softener,Feb2004,1887.000000000000000
Brazil,SoothingSoft Fabric Softener,Mar2004,1609.000000000000000
Brazil,SoothingSoft Fabric Softener,Apr2004,1822.000000000000000
Brazil,SoothingSoft Fabric Softener,May2004,1701.000000000000000
Brazil,SoothingSoft Fabric Softener,Jun2004,1924.000000000000000
Brazil,SoothingSoft Fabric Softener,Jul2004,1834.000000000000000
Brazil,SoothingSoft Fabric Softener,Aug2004,1654.000000000000000
Brazil,SoothingSoft Fabric Softener,Sep2004,1825.000000000000000
Brazil,SoothingSoft Fabric Softener,Oct2004,1962.000000000000000
Brazil,SoothingSoft Fabric Softener,Nov2004,1762.000000000000000
Brazil,SoothingSoft Fabric Softener,Dec2004,1765.000000000000000
Brazil,BrightBreeze Whitening Booster,Jan2004,889.000000000000000
Brazil,BrightBreeze Whitening Booster,Feb2004,928.000000000000000
Brazil,BrightBreeze Whitening Booster,Mar2004,864.000000000000000
Brazil,BrightBreeze Whitening Booster,Apr2004,904.000000000000000
Brazil,BrightBreeze Whitening Booster,May2004,930.000000000000000
Brazil,BrightBreeze Whitening Booster,Jun2004,986.000000000000000
Brazil,BrightBreeze Whitening Booster,Jul2004,906.000000000000000
Brazil,BrightBreeze Whitening Booster,Aug2004,887.000000000000000
Brazil,BrightBreeze Whitening Booster,Sep2004,913.000000000000000
Brazil,BrightBreeze Whitening Booster,Oct2004,936.000000000000000
Brazil,BrightBreeze Whitening Booster,Nov2004,970.000000000000000
Brazil,BrightBreeze Whitening Booster,Dec2004,869.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Jan2004,613.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Feb2004,590.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Mar2004,609.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Apr2004,604.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,May2004,592.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Jun2004,638.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Jul2004,598.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Aug2004,612.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Sep2004,597.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Oct2004,621.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Nov2004,557.000000000000000
Brazil,SparklingClean All-Purpose Cleaner,Dec2004,570.000000000000000
Brazil,RadiantRinse Color Protector,Jan2004,826.000000000000000
Brazil,RadiantRinse Color Protector,Mar2004,302.000000000000000
Brazil,RadiantRinse Color Protector,Apr2004,769.000000000000000
Brazil,RadiantRinse Color Protector,May2004,743.000000000000000
Brazil,RadiantRinse Color Protector,Jun2004,685.000000000000000
Brazil,RadiantRinse Color Protector,Jul2004,776.000000000000000
Brazil,RadiantRinse Color Protector,Sep2004,739.000000000000000
Brazil,RadiantRinse Color Protector,Oct2004,323.000000000000000
Brazil,RadiantRinse Color Protector,Nov2004,817.000000000000000
Brazil,RadiantRinse Color Protector,Dec2004,807.000000000000000
Brazil,SmellSational Odor Eliminator,Jan2004,905.000000000000000
Brazil,SmellSational Odor Eliminator,Feb2004,883.000000000000000
Brazil,SmellSational Odor Eliminator,Mar2004,905.000000000000000
Brazil,SmellSational Odor Eliminator,Apr2004,840.000000000000000
Brazil,SmellSational Odor Eliminator,May2004,854.000000000000000
Brazil,SmellSational Odor Eliminator,Jun2004,933.000000000000000
Brazil,SmellSational Odor Eliminator,Jul2004,871.000000000000000
Brazil,SmellSational Odor Eliminator,Aug2004,878.000000000000000
Brazil,SmellSational Odor Eliminator,Sep2004,859.000000000000000
Brazil,SmellSational Odor Eliminator,Oct2004,880.000000000000000
Brazil,SmellSational Odor Eliminator,Nov2004,904.000000000000000
Brazil,SmellSational Odor Eliminator,Dec2004,824.000000000000000
Brazil,FreshFusion Diaper Rash Remedy,Jan2004,240.000000000000000
Brazil,FreshFusion Diaper Rash Remedy,Apr2004,721.000000000000000
Brazil,FreshFusion Diaper Rash Remedy,May2004,104.000000000000000
Brazil,FreshFusion Diaper Rash Remedy,Jul2004,814.000000000000000
Brazil,FreshFusion Diaper Rash Remedy,Sep2004,118.000000000000000
Brazil,BrightBreeze Insect Repellent,Jan2004,1381.000000000000000
Brazil,BrightBreeze Insect Repellent,Feb2004,1367.000000000000000
Brazil,BrightBreeze Insect Repellent,Mar2004,1369.000000000000000
Brazil,BrightBreeze Insect Repellent,Apr2004,1448.000000000000000
Brazil,BrightBreeze Insect Repellent,May2004,1481.000000000000000
Brazil,BrightBreeze Insect Repellent,Jun2004,1436.000000000000000
Brazil,BrightBreeze Insect Repellent,Jul2004,1519.000000000000000
Brazil,BrightBreeze Insect Repellent,Aug2004,1493.000000000000000
Brazil,BrightBreeze Insect Repellent,Sep2004,1310.000000000000000
Brazil,BrightBreeze Insect Repellent,Oct2004,1444.000000000000000
Brazil,BrightBreeze Insect Repellent,Nov2004,1345.000000000000000
Brazil,BrightBreeze Insect Repellent,Dec2004,1477.000000000000000
Brazil,SoftStep Baby Shampoo,Jan2004,4112.000000000000000
Brazil,SoftStep Baby Shampoo,Feb2004,4155.000000000000000
Brazil,SoftStep Baby Shampoo,Mar2004,4044.000000000000000
Brazil,SoftStep Baby Shampoo,Apr2004,4110.000000000000000
Brazil,SoftStep Baby Shampoo,May2004,3845.000000000000000
Brazil,SoftStep Baby Shampoo,Jun2004,4062.000000000000000
Brazil,SoftStep Baby Shampoo,Jul2004,4012.000000000000000
Brazil,SoftStep Baby Shampoo,Aug2004,4051.000000000000000
Brazil,SoftStep Baby Shampoo,Sep2004,3891.000000000000000
Brazil,SoftStep Baby Shampoo,Oct2004,3978.000000000000000
Brazil,SoftStep Baby Shampoo,Nov2004,4091.000000000000000
Brazil,SoftStep Baby Shampoo,Dec2004,4056.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Jan2004,3351.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Feb2004,3287.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Mar2004,3460.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Apr2004,3457.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,May2004,3377.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Jun2004,3451.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Jul2004,3403.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Aug2004,3294.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Sep2004,3533.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Oct2004,3513.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Nov2004,3484.000000000000000
Brazil,EasyWash Laundry Detergent for Babies,Dec2004,3384.000000000000000
Brazil,LittleLullaby Diaper Liners,Jan2004,3525.000000000000000
Brazil,LittleLullaby Diaper Liners,Feb2004,3616.000000000000000
Brazil,LittleLullaby Diaper Liners,Mar2004,3751.000000000000000
Brazil,LittleLullaby Diaper Liners,Apr2004,3672.000000000000000
Brazil,LittleLullaby Diaper Liners,May2004,3753.000000000000000
Brazil,LittleLullaby Diaper Liners,Jun2004,3723.000000000000000
Brazil,LittleLullaby Diaper Liners,Jul2004,3738.000000000000000
Brazil,LittleLullaby Diaper Liners,Aug2004,3569.000000000000000
Brazil,LittleLullaby Diaper Liners,Sep2004,3707.000000000000000
Brazil,LittleLullaby Diaper Liners,Oct2004,3753.000000000000000
Brazil,LittleLullaby Diaper Liners,Nov2004,3862.000000000000000
Brazil,LittleLullaby Diaper Liners,Dec2004,3621.000000000000000
Brazil,PurePore Baby Skincare Set,Jan2004,1089.000000000000000
Brazil,PurePore Baby Skincare Set,Feb2004,1168.000000000000000
Brazil,PurePore Baby Skincare Set,Mar2004,1086.000000000000000
Brazil,PurePore Baby Skincare Set,Apr2004,1220.000000000000000
Brazil,PurePore Baby Skincare Set,May2004,1108.000000000000000
Brazil,PurePore Baby Skincare Set,Jun2004,1121.000000000000000
Brazil,PurePore Baby Skincare Set,Jul2004,1113.000000000000000
Brazil,PurePore Baby Skincare Set,Aug2004,1221.000000000000000
Brazil,PurePore Baby Skincare Set,Sep2004,1064.000000000000000
Brazil,PurePore Baby Skincare Set,Oct2004,1109.000000000000000
Brazil,PurePore Baby Skincare Set,Nov2004,1124.000000000000000
Brazil,PurePore Baby Skincare Set,Dec2004,1023.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Jan2004,2626.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Feb2004,2586.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Mar2004,2550.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Apr2004,2596.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,May2004,2543.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Jun2004,2682.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Jul2004,2638.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Aug2004,2632.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Sep2004,2655.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Oct2004,2581.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Nov2004,2465.000000000000000
Brazil,BrightBreeze Baby Sunscreen Stick,Dec2004,2588.000000000000000
Brazil,SilkSmooth Conditioner,Jan2004,821.000000000000000
Brazil,SilkSmooth Conditioner,Feb2004,741.000000000000000
Brazil,SilkSmooth Conditioner,Mar2004,704.000000000000000
Brazil,SilkSmooth Conditioner,Apr2004,760.000000000000000
Brazil,SilkSmooth Conditioner,May2004,636.000000000000000
Brazil,SilkSmooth Conditioner,Jun2004,777.000000000000000
Brazil,SilkSmooth Conditioner,Jul2004,705.000000000000000
Brazil,SilkSmooth Conditioner,Aug2004,657.000000000000000
Brazil,SilkSmooth Conditioner,Sep2004,780.000000000000000
Brazil,SilkSmooth Conditioner,Oct2004,695.000000000000000
Brazil,SilkSmooth Conditioner,Nov2004,691.000000000000000
Brazil,SilkSmooth Conditioner,Dec2004,778.000000000000000
Brazil,SmellSational Intimate Spray,Jan2004,1630.000000000000000
Brazil,SmellSational Intimate Spray,Feb2004,1766.000000000000000
Brazil,SmellSational Intimate Spray,Mar2004,1696.000000000000000
Brazil,SmellSational Intimate Spray,Apr2004,1634.000000000000000
Brazil,SmellSational Intimate Spray,May2004,1482.000000000000000
Brazil,SmellSational Intimate Spray,Jun2004,1673.000000000000000
Brazil,SmellSational Intimate Spray,Jul2004,1589.000000000000000
Brazil,SmellSational Intimate Spray,Aug2004,1646.000000000000000
Brazil,SmellSational Intimate Spray,Sep2004,1472.000000000000000
Brazil,SmellSational Intimate Spray,Oct2004,1739.000000000000000
Brazil,SmellSational Intimate Spray,Nov2004,1593.000000000000000
Brazil,SmellSational Intimate Spray,Dec2004,1637.000000000000000
Brazil,SoftStep Shaving Cream for Women,Jan2004,1793.000000000000000
Brazil,SoftStep Shaving Cream for Women,Feb2004,1797.000000000000000
Brazil,SoftStep Shaving Cream for Women,Mar2004,1712.000000000000000
Brazil,SoftStep Shaving Cream for Women,Apr2004,1819.000000000000000
Brazil,SoftStep Shaving Cream for Women,May2004,1748.000000000000000
Brazil,SoftStep Shaving Cream for Women,Jun2004,1868.000000000000000
Brazil,SoftStep Shaving Cream for Women,Jul2004,1761.000000000000000
Brazil,SoftStep Shaving Cream for Women,Aug2004,1693.000000000000000
Brazil,SoftStep Shaving Cream for Women,Sep2004,1629.000000000000000
Brazil,SoftStep Shaving Cream for Women,Oct2004,1671.000000000000000
Brazil,SoftStep Shaving Cream for Women,Nov2004,1920.000000000000000
Brazil,SoftStep Shaving Cream for Women,Dec2004,1884.000000000000000
Brazil,RadiantRose Glass Cleaner,Jan2004,2410.000000000000000
Brazil,RadiantRose Glass Cleaner,Feb2004,2491.000000000000000
Brazil,RadiantRose Glass Cleaner,Mar2004,2472.000000000000000
Brazil,RadiantRose Glass Cleaner,Apr2004,2461.000000000000000
Brazil,RadiantRose Glass Cleaner,May2004,2443.000000000000000
Brazil,RadiantRose Glass Cleaner,Jun2004,2557.000000000000000
Brazil,RadiantRose Glass Cleaner,Jul2004,2331.000000000000000
Brazil,RadiantRose Glass Cleaner,Aug2004,2457.000000000000000
Brazil,RadiantRose Glass Cleaner,Sep2004,2491.000000000000000
