Country,Product,Month,Quantity
India,LuminousLip Care,Dec2004,1714.0
India,CleanSlate Mouthwash,Jan2004,1602.0
India,CleanSlate Mouthwash,Jun2004,672.0
India,CleanSlate Mouthwash,Jul2004,1640.0
India,CleanSlate Mouthwash,Sep2004,3219.0
India,CleanSlate Mouthwash,Nov2004,3968.0
India,OralEase Gel,Jan2004,981.0
India,OralEase Gel,Feb2004,928.0
India,OralEase Gel,Apr2004,1900.0
India,OralEase Gel,Sep2004,995.0
India,OralEase Gel,Nov2004,4265.0
India,BreathBliss Mints,Jan2004,1940.0
India,BreathBliss Mints,Feb2004,1925.0
India,BreathBliss Mints,Mar2004,1376.0
India,BreathBliss Mints,Jul2004,2105.0
India,DentalDefense Toothpaste,Jan2004,511.0
India,DentalDefense Toothpaste,Feb2004,2047.0
India,DentalDefense Toothpaste,Mar2004,553.0
India,DentalDefense Toothpaste,Apr2004,2502.0
India,DentalDefense Toothpaste,May2004,548.0
India,DentalDefense Toothpaste,Jun2004,503.0
India,DentalDefense Toothpaste,Jul2004,490.0
India,DentalDefense Toothpaste,Aug2004,517.0
India,DentalDefense Toothpaste,Sep2004,1309.0
India,DentalDefense Toothpaste,Oct2004,520.0
India,DentalDefense Toothpaste,Nov2004,534.0
India,DentalDefense Toothpaste,Dec2004,505.0
India,SparklingSmile Water Flosser,Mar2004,1622.0
India,SparklingSmile Water Flosser,May2004,301.0
India,SparklingSmile Water Flosser,Aug2004,269.0
India,SparklingSmile Water Flosser,Nov2004,211.0
India,FreshFusion Mouth Rinse,May2004,1739.0
India,FreshFusion Mouth Rinse,Jul2004,797.0
India,SmileSavvy Tooth Whitening Kit,Jul2004,1196.0
India,SmileSavvy Tooth Whitening Kit,Oct2004,533.0
India,SmileSavvy Tooth Whitening Kit,Dec2004,1136.0
India,DailyDazzle Toothpaste,Jan2004,2726.0
India,DailyDazzle Toothpaste,Apr2004,507.0
India,DailyDazzle Toothpaste,May2004,1195.0
India,DailyDazzle Toothpaste,Oct2004,1164.0
India,MorningBreeze Gum Care,Jan2004,1761.0
India,MorningBreeze Gum Care,Feb2004,2505.0
India,MorningBreeze Gum Care,Mar2004,2916.0
India,MorningBreeze Gum Care,Apr2004,2381.0
India,MorningBreeze Gum Care,May2004,3546.0
India,MorningBreeze Gum Care,Jun2004,1734.0
India,MorningBreeze Gum Care,Jul2004,1825.0
India,MorningBreeze Gum Care,Aug2004,1580.0
India,MorningBreeze Gum Care,Sep2004,1704.0
India,MorningBreeze Gum Care,Oct2004,3796.0
India,MorningBreeze Gum Care,Nov2004,1748.0
India,MorningBreeze Gum Care,Dec2004,2997.0
India,OralEase Plus Toothbrush,Jan2004,818.0
India,OralEase Plus Toothbrush,Feb2004,812.0
India,OralEase Plus Toothbrush,Mar2004,818.0
India,OralEase Plus Toothbrush,Apr2004,886.0
India,OralEase Plus Toothbrush,May2004,942.0
India,OralEase Plus Toothbrush,Jun2004,928.0
India,OralEase Plus Toothbrush,Jul2004,847.0
India,OralEase Plus Toothbrush,Aug2004,869.0
India,OralEase Plus Toothbrush,Sep2004,967.0
India,OralEase Plus Toothbrush,Oct2004,919.0
India,OralEase Plus Toothbrush,Nov2004,904.0
India,OralEase Plus Toothbrush,Dec2004,834.0
India,SmilesSoPure Waterpik,Jan2004,1517.0
India,SmilesSoPure Waterpik,Feb2004,2079.0
India,SmilesSoPure Waterpik,Mar2004,1552.0
India,SmilesSoPure Waterpik,Apr2004,1614.0
India,SmilesSoPure Waterpik,May2004,1364.0
India,SmilesSoPure Waterpik,Jun2004,1476.0
India,SmilesSoPure Waterpik,Jul2004,1669.0
India,SmilesSoPure Waterpik,Aug2004,1350.0
India,SmilesSoPure Waterpik,Sep2004,1484.0
India,SmilesSoPure Waterpik,Oct2004,1336.0
India,SmilesSoPure Waterpik,Nov2004,1288.0
India,SmilesSoPure Waterpik,Dec2004,1542.0
India,CleanSmile Floss Picks,Jan2004,1470.0
India,CleanSmile Floss Picks,Feb2004,1579.0
India,CleanSmile Floss Picks,Mar2004,1550.0
India,CleanSmile Floss Picks,Apr2004,4076.0
India,CleanSmile Floss Picks,May2004,1524.0
India,CleanSmile Floss Picks,Jun2004,2517.0
India,CleanSmile Floss Picks,Jul2004,1414.0
India,CleanSmile Floss Picks,Aug2004,1589.0
India,CleanSmile Floss Picks,Sep2004,1466.0
India,CleanSmile Floss Picks,Oct2004,2056.0
India,CleanSmile Floss Picks,Nov2004,2497.0
India,CleanSmile Floss Picks,Dec2004,2582.0
India,FreshFix Mouthwash,Jan2004,722.0
India,FreshFix Mouthwash,Mar2004,805.0
India,FreshFix Mouthwash,Apr2004,2434.0
India,FreshFix Mouthwash,Oct2004,1728.0
India,FreshFix Mouthwash,Nov2004,774.0
India,SparklingGlow Toothpaste,Feb2004,1928.0
India,SparklingGlow Toothpaste,Apr2004,1932.0
India,SparklingGlow Toothpaste,Nov2004,1978.0
India,Purezza Body Wash,Jan2004,1993.0
India,Purezza Body Wash,Feb2004,1806.0
India,Purezza Body Wash,Mar2004,1954.0
India,Purezza Body Wash,Apr2004,1900.0
India,Purezza Body Wash,May2004,1817.0
India,Purezza Body Wash,Jun2004,3230.0
India,Purezza Body Wash,Jul2004,1708.0
India,Purezza Body Wash,Aug2004,1860.0
India,Purezza Body Wash,Sep2004,1952.0
India,Purezza Body Wash,Oct2004,1803.0
India,Purezza Body Wash,Nov2004,2597.0
India,Purezza Body Wash,Dec2004,1869.0
India,SkinSational Moisturizer,May2004,1622.0
India,SkinSational Moisturizer,Jul2004,1088.0
India,SkinSational Moisturizer,Aug2004,2666.0
India,SkinSational Moisturizer,Sep2004,570.0
India,SoftStep Shaving Cream,Feb2004,1650.0
India,SoftStep Shaving Cream,May2004,956.0
India,SoftStep Shaving Cream,Aug2004,1618.0
India,SoftStep Shaving Cream,Nov2004,1576.0
India,GentleGlow Face Lotion,Feb2004,586.0
India,GentleGlow Face Lotion,Mar2004,1298.0
India,GentleGlow Face Lotion,Jun2004,1325.0
India,SilkSmooth Exfoliating Scrub,Jan2004,908.0
India,SilkSmooth Exfoliating Scrub,Feb2004,2503.0
India,SilkSmooth Exfoliating Scrub,Mar2004,1053.0
India,SilkSmooth Exfoliating Scrub,Apr2004,1668.0
India,SilkSmooth Exfoliating Scrub,May2004,998.0
India,SilkSmooth Exfoliating Scrub,Jun2004,989.0
India,SilkSmooth Exfoliating Scrub,Jul2004,997.0
India,SilkSmooth Exfoliating Scrub,Aug2004,1034.0
India,SilkSmooth Exfoliating Scrub,Sep2004,981.0
India,SilkSmooth Exfoliating Scrub,Oct2004,1040.0
India,SilkSmooth Exfoliating Scrub,Nov2004,995.0
India,SilkSmooth Exfoliating Scrub,Dec2004,2795.0
India,CleanSkin Acne Treatment,Jan2004,1677.0
India,CleanSkin Acne Treatment,Feb2004,1584.0
India,CleanSkin Acne Treatment,Mar2004,2894.0
India,CleanSkin Acne Treatment,Apr2004,1682.0
India,CleanSkin Acne Treatment,May2004,1554.0
India,CleanSkin Acne Treatment,Jun2004,1508.0
India,CleanSkin Acne Treatment,Jul2004,1520.0
India,CleanSkin Acne Treatment,Aug2004,1588.0
India,CleanSkin Acne Treatment,Sep2004,1607.0
India,CleanSkin Acne Treatment,Oct2004,1650.0
India,CleanSkin Acne Treatment,Nov2004,6223.0
India,CleanSkin Acne Treatment,Dec2004,1849.0
India,SunShield SPF 50 Lotion,Jan2004,3183.0
India,SunShield SPF 50 Lotion,Feb2004,614.0
India,SunShield SPF 50 Lotion,Mar2004,629.0
India,SunShield SPF 50 Lotion,Apr2004,753.0
India,SunShield SPF 50 Lotion,May2004,595.0
India,SunShield SPF 50 Lotion,Jun2004,1194.0
India,SunShield SPF 50 Lotion,Jul2004,617.0
India,SunShield SPF 50 Lotion,Aug2004,620.0
India,SunShield SPF 50 Lotion,Sep2004,611.0
India,SunShield SPF 50 Lotion,Oct2004,603.0
India,SunShield SPF 50 Lotion,Nov2004,611.0
India,SunShield SPF 50 Lotion,Dec2004,876.0
India,Refreshing Rose Body Oil,Jan2004,803.0
India,Refreshing Rose Body Oil,Feb2004,837.0
India,Refreshing Rose Body Oil,Mar2004,1974.0
India,Refreshing Rose Body Oil,Apr2004,818.0
India,Refreshing Rose Body Oil,May2004,753.0
India,Refreshing Rose Body Oil,Jun2004,756.0
India,Refreshing Rose Body Oil,Jul2004,713.0
India,Refreshing Rose Body Oil,Aug2004,848.0
India,Refreshing Rose Body Oil,Sep2004,766.0
India,Refreshing Rose Body Oil,Oct2004,2692.0
India,Refreshing Rose Body Oil,Nov2004,631.0
India,Refreshing Rose Body Oil,Dec2004,2658.0
India,Calming Creme Relaxant Bath,May2004,553.0
India,Calming Creme Relaxant Bath,Aug2004,827.0
India,Calming Creme Relaxant Bath,Oct2004,1432.0
India,Calming Creme Relaxant Bath,Nov2004,744.0
India,Brightening Body Wash,Jan2004,2185.0
India,Brightening Body Wash,Feb2004,2732.0
India,Brightening Body Wash,Mar2004,1614.0
India,Brightening Body Wash,Apr2004,1251.0
India,Brightening Body Wash,May2004,1251.0
India,Brightening Body Wash,Jun2004,1986.0
India,Brightening Body Wash,Jul2004,2805.0
India,Brightening Body Wash,Aug2004,1210.0
India,Brightening Body Wash,Sep2004,1252.0
India,Brightening Body Wash,Oct2004,1206.0
India,Brightening Body Wash,Nov2004,1321.0
India,Brightening Body Wash,Dec2004,1190.0
India,SmoothOperator Shaving Gel,Jan2004,1683.0
India,SmoothOperator Shaving Gel,Feb2004,1143.0
India,SmoothOperator Shaving Gel,Mar2004,1067.0
India,SmoothOperator Shaving Gel,Apr2004,1120.0
India,SmoothOperator Shaving Gel,May2004,1036.0
India,SmoothOperator Shaving Gel,Jun2004,1134.0
India,SmoothOperator Shaving Gel,Jul2004,1193.0
India,SmoothOperator Shaving Gel,Aug2004,2125.0
India,SmoothOperator Shaving Gel,Sep2004,1750.0
India,SmoothOperator Shaving Gel,Oct2004,1078.0
India,SmoothOperator Shaving Gel,Nov2004,1078.0
India,SmoothOperator Shaving Gel,Dec2004,1741.0
India,RadiantRose Face Mask,Mar2004,3377.0
India,RadiantRose Face Mask,Oct2004,1535.0
India,SoothingSerenity Hand Sanitizer,May2004,1313.0
India,SoothingSerenity Hand Sanitizer,Jul2004,1670.0
India,GentleGlow Face Cleanser,Jan2004,2019.0
India,GentleGlow Face Cleanser,Feb2004,2094.0
India,GentleGlow Face Cleanser,Mar2004,1979.0
India,GentleGlow Face Cleanser,Apr2004,1413.0
India,GentleGlow Face Cleanser,May2004,1213.0
India,GentleGlow Face Cleanser,Jun2004,1300.0
India,GentleGlow Face Cleanser,Jul2004,1426.0
India,GentleGlow Face Cleanser,Aug2004,5250.0
India,GentleGlow Face Cleanser,Sep2004,1418.0
India,GentleGlow Face Cleanser,Oct2004,1426.0
India,GentleGlow Face Cleanser,Nov2004,1352.0
India,GentleGlow Face Cleanser,Dec2004,1359.0
India,PurePore Toner,Jan2004,1835.0
India,PurePore Toner,Feb2004,5781.0
India,PurePore Toner,Mar2004,1925.0
India,PurePore Toner,Apr2004,1810.0
India,PurePore Toner,May2004,1822.0
India,PurePore Toner,Jun2004,1884.0
India,PurePore Toner,Jul2004,1720.0
India,PurePore Toner,Aug2004,4018.0
India,PurePore Toner,Sep2004,1896.0
India,PurePore Toner,Oct2004,1787.0
India,PurePore Toner,Nov2004,2504.0
India,PurePore Toner,Dec2004,2009.0
India,SilkySkin Moisturizing Cream,Mar2004,1187.0
India,SilkySkin Moisturizing Cream,Nov2004,530.0
India,SilkySkin Moisturizing Cream,Dec2004,647.0
India,MorningMist Deodorant,Feb2004,1326.0
India,MorningMist Deodorant,Mar2004,1785.0
India,MorningMist Deodorant,Apr2004,1471.0
India,MorningMist Deodorant,May2004,1865.0
India,MorningMist Deodorant,Oct2004,1514.0
India,Hydrating Honey Body Lotion,Jan2004,3431.0
India,Hydrating Honey Body Lotion,Feb2004,1344.0
India,Hydrating Honey Body Lotion,Mar2004,1466.0
India,Hydrating Honey Body Lotion,Apr2004,1426.0
India,Hydrating Honey Body Lotion,May2004,1496.0
India,Hydrating Honey Body Lotion,Jun2004,3493.0
India,Hydrating Honey Body Lotion,Jul2004,1478.0
India,Hydrating Honey Body Lotion,Aug2004,3332.0
India,Hydrating Honey Body Lotion,Sep2004,1511.0
India,Hydrating Honey Body Lotion,Oct2004,1455.0
India,Hydrating Honey Body Lotion,Nov2004,1498.0
India,Hydrating Honey Body Lotion,Dec2004,1577.0
India,Exfoliating Essentials Scrub,Feb2004,1471.0
India,Exfoliating Essentials Scrub,May2004,1411.0
India,Exfoliating Essentials Scrub,Jul2004,1445.0
India,Exfoliating Essentials Scrub,Aug2004,651.0
India,Exfoliating Essentials Scrub,Nov2004,745.0
India,Exfoliating Essentials Scrub,Dec2004,681.0
India,FreshFusion Detergent,May2004,605.0
India,CleanSlate Stain Remover,Jan2004,1946.0
India,CleanSlate Stain Remover,May2004,1962.0
India,CleanSlate Stain Remover,Jun2004,1942.0
India,CleanSlate Stain Remover,Nov2004,1990.0
India,SoothingSoft Fabric Softener,Jan2004,867.0
India,BrightBreeze Whitening Booster,May2004,400.0
India,BrightBreeze Whitening Booster,Jun2004,2188.0
India,DelicateDew Sensitive Wash,Feb2004,2697.0
India,DelicateDew Sensitive Wash,Jun2004,1347.0
India,DelicateDew Sensitive Wash,Oct2004,1541.0
India,SparklingClean All-Purpose Cleaner,Sep2004,316.0
India,SparklingClean All-Purpose Cleaner,Oct2004,267.0
India,SparklingClean All-Purpose Cleaner,Dec2004,306.0
India,FreshFold Fabric Refresher,Apr2004,1181.0
India,RadiantRinse Color Protector,Feb2004,1054.0
India,RadiantRinse Color Protector,May2004,2600.0
India,RadiantRinse Color Protector,Sep2004,1197.0
India,RadiantRinse Color Protector,Nov2004,1124.0
India,RadiantRinse Color Protector,Dec2004,1103.0
India,EasyWash Laundry Detergent,Jan2004,1440.0
India,EasyWash Laundry Detergent,Feb2004,1449.0
India,EasyWash Laundry Detergent,Mar2004,1478.0
India,EasyWash Laundry Detergent,Apr2004,1359.0
India,EasyWash Laundry Detergent,May2004,2690.0
India,EasyWash Laundry Detergent,Jun2004,3166.0
India,EasyWash Laundry Detergent,Jul2004,1370.0
India,EasyWash Laundry Detergent,Aug2004,1533.0
India,EasyWash Laundry Detergent,Sep2004,2614.0
India,EasyWash Laundry Detergent,Oct2004,2981.0
India,EasyWash Laundry Detergent,Nov2004,1570.0
India,EasyWash Laundry Detergent,Dec2004,1387.0
India,SmellSational Odor Eliminator,Apr2004,2207.0
India,SmellSational Odor Eliminator,May2004,2560.0
India,SmellSational Odor Eliminator,Jul2004,227.0
India,SmellSational Odor Eliminator,Aug2004,1273.0
India,SmellSational Odor Eliminator,Oct2004,225.0
India,LittleLullaby Diaper Cream,Jan2004,1208.0
India,LittleLullaby Diaper Cream,Nov2004,1066.0
India,SoothingSerenity Baby Oil,Jan2004,1958.0
India,SoothingSerenity Baby Oil,Apr2004,1174.0
India,CalmingClean Bath Time Wash,Feb2004,451.0
India,CalmingClean Bath Time Wash,Mar2004,1634.0
India,CalmingClean Bath Time Wash,Jul2004,1005.0
India,CalmingClean Bath Time Wash,Nov2004,703.0
India,FreshFusion Diaper Rash Remedy,Jan2004,741.0
India,FreshFusion Diaper Rash Remedy,Feb2004,752.0
India,FreshFusion Diaper Rash Remedy,Mar2004,765.0
India,FreshFusion Diaper Rash Remedy,Apr2004,811.0
India,FreshFusion Diaper Rash Remedy,May2004,820.0
India,FreshFusion Diaper Rash Remedy,Jun2004,2674.0
India,FreshFusion Diaper Rash Remedy,Jul2004,738.0
India,FreshFusion Diaper Rash Remedy,Aug2004,1311.0
India,FreshFusion Diaper Rash Remedy,Sep2004,721.0
India,FreshFusion Diaper Rash Remedy,Oct2004,1257.0
India,FreshFusion Diaper Rash Remedy,Nov2004,742.0
India,FreshFusion Diaper Rash Remedy,Dec2004,1311.0
India,PurePore Baby Lotion,Jan2004,822.0
India,PurePore Baby Lotion,Feb2004,799.0
India,PurePore Baby Lotion,Mar2004,808.0
India,PurePore Baby Lotion,Apr2004,1060.0
India,PurePore Baby Lotion,May2004,830.0
India,PurePore Baby Lotion,Jun2004,770.0
India,PurePore Baby Lotion,Jul2004,854.0
India,PurePore Baby Lotion,Aug2004,844.0
India,PurePore Baby Lotion,Sep2004,795.0
India,PurePore Baby Lotion,Oct2004,776.0
India,PurePore Baby Lotion,Nov2004,862.0
India,PurePore Baby Lotion,Dec2004,787.0
India,SilkySkin Baby Cream,Jan2004,2347.0
India,SilkySkin Baby Cream,Feb2004,895.0
India,SilkySkin Baby Cream,Mar2004,887.0
India,SilkySkin Baby Cream,Apr2004,848.0
India,SilkySkin Baby Cream,May2004,858.0
India,SilkySkin Baby Cream,Jun2004,847.0
India,SilkySkin Baby Cream,Jul2004,854.0
India,SilkySkin Baby Cream,Aug2004,972.0
India,SilkySkin Baby Cream,Sep2004,946.0
India,SilkySkin Baby Cream,Oct2004,835.0
India,SilkySkin Baby Cream,Nov2004,926.0
India,SilkySkin Baby Cream,Dec2004,2450.0
India,GentleGlow Baby Sunscreen,Nov2004,1026.0
India,GentleGlow Baby Sunscreen,Dec2004,911.0
India,BrightBreeze Insect Repellent,Mar2004,849.0
India,BrightBreeze Insect Repellent,Oct2004,609.0
India,SoftStep Baby Shampoo,Feb2004,579.0
India,SoftStep Baby Shampoo,Mar2004,561.0
India,SoftStep Baby Shampoo,Jun2004,1985.0
India,SoftStep Baby Shampoo,Nov2004,522.0
India,SoftStep Baby Shampoo,Dec2004,812.0
India,RadiantRose Baby Massage Oil,Jan2004,1257.0
India,RadiantRose Baby Massage Oil,Feb2004,1162.0
India,RadiantRose Baby Massage Oil,Mar2004,1165.0
India,RadiantRose Baby Massage Oil,Apr2004,2531.0
India,RadiantRose Baby Massage Oil,May2004,1219.0
India,RadiantRose Baby Massage Oil,Jun2004,1120.0
India,RadiantRose Baby Massage Oil,Jul2004,1106.0
India,RadiantRose Baby Massage Oil,Aug2004,1092.0
India,RadiantRose Baby Massage Oil,Sep2004,989.0
India,RadiantRose Baby Massage Oil,Oct2004,2132.0
India,RadiantRose Baby Massage Oil,Nov2004,1109.0
India,RadiantRose Baby Massage Oil,Dec2004,2483.0
India,EasyWash Laundry Detergent for Babies,Mar2004,759.0
India,EasyWash Laundry Detergent for Babies,Jul2004,913.0
India,EasyWash Laundry Detergent for Babies,Aug2004,1722.0
India,LittleLullaby Diaper Liners,Feb2004,1869.0
India,LittleLullaby Diaper Liners,Mar2004,526.0
India,LittleLullaby Diaper Liners,Jun2004,716.0
India,SoothingSerenity Baby Rub,Jan2004,1233.0
India,SoothingSerenity Baby Rub,Feb2004,1124.0
India,SoothingSerenity Baby Rub,Mar2004,1228.0
India,SoothingSerenity Baby Rub,Apr2004,1274.0
India,SoothingSerenity Baby Rub,May2004,1208.0
India,SoothingSerenity Baby Rub,Jun2004,1160.0
India,SoothingSerenity Baby Rub,Jul2004,1116.0
India,SoothingSerenity Baby Rub,Aug2004,2224.0
India,SoothingSerenity Baby Rub,Sep2004,1250.0
India,SoothingSerenity Baby Rub,Oct2004,1013.0
India,SoothingSerenity Baby Rub,Nov2004,1208.0
India,SoothingSerenity Baby Rub,Dec2004,1239.0
India,CalmingClean Diaper Rash Cream,Jan2004,1746.0
India,CalmingClean Diaper Rash Cream,Feb2004,1729.0
India,CalmingClean Diaper Rash Cream,Mar2004,1647.0
India,CalmingClean Diaper Rash Cream,Apr2004,1724.0
India,CalmingClean Diaper Rash Cream,May2004,1714.0
India,CalmingClean Diaper Rash Cream,Jun2004,3611.0
India,CalmingClean Diaper Rash Cream,Jul2004,1637.0
India,CalmingClean Diaper Rash Cream,Aug2004,1774.0
India,CalmingClean Diaper Rash Cream,Sep2004,1691.0
India,CalmingClean Diaper Rash Cream,Oct2004,1771.0
India,CalmingClean Diaper Rash Cream,Nov2004,2284.0
India,CalmingClean Diaper Rash Cream,Dec2004,5428.0
India,FreshFusion Baby Wipes,Jan2004,1678.0
India,FreshFusion Baby Wipes,Feb2004,2615.0
India,FreshFusion Baby Wipes,Mar2004,2553.0
India,FreshFusion Baby Wipes,Apr2004,2353.0
India,FreshFusion Baby Wipes,May2004,1862.0
India,FreshFusion Baby Wipes,Jun2004,1792.0
India,FreshFusion Baby Wipes,Jul2004,1697.0
India,FreshFusion Baby Wipes,Aug2004,1693.0
India,FreshFusion Baby Wipes,Sep2004,1742.0
India,FreshFusion Baby Wipes,Oct2004,1776.0
India,FreshFusion Baby Wipes,Nov2004,2686.0
India,FreshFusion Baby Wipes,Dec2004,1786.0
India,PurePore Baby Skincare Set,Aug2004,1520.0
India,PurePore Baby Skincare Set,Nov2004,126.0
India,SilkySkin Baby Moisturizer,Jan2004,758.0
India,SilkySkin Baby Moisturizer,Feb2004,1292.0
India,GentleGlow Baby Face Wash,Jan2004,2366.0
India,GentleGlow Baby Face Wash,Feb2004,567.0
India,GentleGlow Baby Face Wash,Mar2004,594.0
India,GentleGlow Baby Face Wash,Apr2004,2495.0
India,GentleGlow Baby Face Wash,May2004,517.0
India,GentleGlow Baby Face Wash,Jun2004,2381.0
India,GentleGlow Baby Face Wash,Jul2004,547.0
India,GentleGlow Baby Face Wash,Aug2004,538.0
India,GentleGlow Baby Face Wash,Sep2004,574.0
India,GentleGlow Baby Face Wash,Oct2004,523.0
India,GentleGlow Baby Face Wash,Nov2004,593.0
India,GentleGlow Baby Face Wash,Dec2004,563.0
India,BrightBreeze Baby Sunscreen Stick,Jan2004,900.0
India,BrightBreeze Baby Sunscreen Stick,Feb2004,2329.0
India,BrightBreeze Baby Sunscreen Stick,Mar2004,866.0
India,BrightBreeze Baby Sunscreen Stick,Apr2004,939.0
India,BrightBreeze Baby Sunscreen Stick,May2004,1041.0
India,BrightBreeze Baby Sunscreen Stick,Jun2004,918.0
India,BrightBreeze Baby Sunscreen Stick,Jul2004,934.0
India,BrightBreeze Baby Sunscreen Stick,Aug2004,998.0
India,BrightBreeze Baby Sunscreen Stick,Sep2004,976.0
India,BrightBreeze Baby Sunscreen Stick,Oct2004,995.0
India,BrightBreeze Baby Sunscreen Stick,Nov2004,1010.0
India,BrightBreeze Baby Sunscreen Stick,Dec2004,2458.0
India,SmellSational Baby Room Spray,Jun2004,2320.0
India,LuminousLocks Shampoo,Jan2004,828.0
India,LuminousLocks Shampoo,Feb2004,813.0
India,LuminousLocks Shampoo,Mar2004,812.0
India,LuminousLocks Shampoo,Apr2004,855.0
India,LuminousLocks Shampoo,May2004,758.0
India,LuminousLocks Shampoo,Jun2004,838.0
India,LuminousLocks Shampoo,Jul2004,1434.0
India,LuminousLocks Shampoo,Aug2004,2883.0
India,LuminousLocks Shampoo,Sep2004,822.0
India,LuminousLocks Shampoo,Oct2004,827.0
India,LuminousLocks Shampoo,Nov2004,809.0
India,LuminousLocks Shampoo,Dec2004,734.0
India,SilkSmooth Conditioner,Jan2004,399.0
India,SilkSmooth Conditioner,Feb2004,387.0
India,SilkSmooth Conditioner,Mar2004,346.0
India,SilkSmooth Conditioner,Apr2004,396.0
India,SilkSmooth Conditioner,May2004,1185.0
India,SilkSmooth Conditioner,Jun2004,350.0
India,SilkSmooth Conditioner,Jul2004,359.0
India,SilkSmooth Conditioner,Aug2004,429.0
India,SilkSmooth Conditioner,Sep2004,356.0
India,SilkSmooth Conditioner,Oct2004,381.0
India,SilkSmooth Conditioner,Nov2004,371.0
India,SilkSmooth Conditioner,Dec2004,411.0
India,FreshFusion Hair Mask,Jan2004,2391.0
India,FreshFusion Hair Mask,Feb2004,2467.0
India,FreshFusion Hair Mask,Mar2004,640.0
India,FreshFusion Hair Mask,Apr2004,2301.0
India,FreshFusion Hair Mask,May2004,2262.0
India,FreshFusion Hair Mask,Jun2004,610.0
India,FreshFusion Hair Mask,Jul2004,605.0
India,FreshFusion Hair Mask,Aug2004,2297.0
India,FreshFusion Hair Mask,Sep2004,2288.0
India,FreshFusion Hair Mask,Oct2004,618.0
India,FreshFusion Hair Mask,Nov2004,603.0
India,FreshFusion Hair Mask,Dec2004,577.0
India,RadiantRose Hair Serum,Jul2004,1977.0
India,RadiantRose Hair Serum,Nov2004,1887.0
India,SoothingSerenity Scalp Treatment,Jan2004,2375.0
India,SoothingSerenity Scalp Treatment,Feb2004,810.0
India,SoothingSerenity Scalp Treatment,Mar2004,786.0
India,SoothingSerenity Scalp Treatment,Apr2004,688.0
India,SoothingSerenity Scalp Treatment,May2004,749.0
India,SoothingSerenity Scalp Treatment,Jun2004,738.0
India,SoothingSerenity Scalp Treatment,Jul2004,833.0
India,SoothingSerenity Scalp Treatment,Aug2004,752.0
India,SoothingSerenity Scalp Treatment,Sep2004,735.0
India,SoothingSerenity Scalp Treatment,Oct2004,791.0
India,SoothingSerenity Scalp Treatment,Nov2004,1878.0
India,SoothingSerenity Scalp Treatment,Dec2004,2315.0
India,CleanSlate Feminine Deodorant,Aug2004,1500.0
India,BrightBreeze Period Pain Relief,May2004,1293.0
India,BrightBreeze Period Pain Relief,Jun2004,1326.0
India,BrightBreeze Period Pain Relief,Jul2004,1496.0
India,BrightBreeze Period Pain Relief,Oct2004,1198.0
India,PurePore Sanitary Belt,Jan2004,1439.0
India,PurePore Sanitary Belt,Feb2004,1377.0
India,PurePore Sanitary Belt,Mar2004,1481.0
India,PurePore Sanitary Belt,Apr2004,1376.0
India,PurePore Sanitary Belt,May2004,1345.0
India,PurePore Sanitary Belt,Jun2004,1452.0
India,PurePore Sanitary Belt,Jul2004,1505.0
India,PurePore Sanitary Belt,Aug2004,1536.0
India,PurePore Sanitary Belt,Sep2004,1405.0
India,PurePore Sanitary Belt,Oct2004,1460.0
